feature_value_1,feature_value_2,class
1,2.2372343441554734,2
1,0.3631747271982403,1
1,0.9141910233009025,1
0,1.6821344706018817,2
1,5.321143305749554,2
0,-0.02494164532507437,1
0,-0.4153557335677638,2
0,-0.21461991369699163,1
0,2.594955695523155,2
0,0.9651226676370148,2
0,1.8735618898035336,2
1,2.1618828604969615,2
1,0.7028582161572301,1
0,3.31091637999943,2
0,0.9915825055426526,2
1,2.6097713881568865,2
0,2.3566859383699432,2
0,0.2797307018366638,1
1,0.20187608378966376,1
1,0.39693999749052744,1
1,1.4437605197579522,2
1,0.8774821671583715,1
1,0.4259794538858279,2
0,2.1449460512558334,2
1,0.13809267245578927,1
1,0.5606549868951911,1
0,-1.0317507332397104,2
1,0.6058390929369114,1
1,0.8374631668526742,1
1,0.7214735140237702,1
0,0.565018745764142,1
0,2.8936076820479,2
1,1.0023746142638792,2
0,2.4319649384351028,2
0,-2.7907511644918737,2
1,1.9413947246715098,2
1,-0.08921438446856578,1
0,1.632303890128384,2
1,1.98001718192477,2
1,1.5915273770295166,2
1,2.7403218473882562,2
1,1.9286543140513115,2
0,0.022198453255678152,1
1,1.003004784503268,1
1,0.4224135918032451,1
0,-0.036863260975004364,2
1,-0.6012396655912078,1
1,0.5780254399079398,2
0,5.455489012489474,2
1,0.6267810505125504,1
1,-1.6149788414097146,2
1,0.5654401377860248,1
1,0.24487693186717863,1
1,0.9814501485232477,1
1,1.1519415287651174,1
1,0.0002657140759826926,1
0,3.3104530036464728,2
1,0.3640245158779515,1
1,0.6956386590991841,1
0,2.310820776083956,2
1,0.44462835577807724,1
0,0.3228339196384893,1
1,-2.796345233973759,2
0,3.4709656533694417,2
1,0.5645994749265961,1
1,0.590100353155858,1
1,-0.4994240020442544,2
1,-0.10875463922618689,1
1,0.5578376844301126,2
1,0.2643854650545618,1
0,0.5353142769789336,1
0,0.4620478526690267,1
1,0.7439848315136723,1
0,0.13698082534737954,1
1,-0.41369398165674776,2
1,0.6827957253666999,1
1,1.1325619560721083,1
1,-0.18404810203433986,2
0,2.5602862339152974,2
1,2.033611217394485,2
1,4.133729548596596,2
0,2.703462799343371,2
1,0.24905689238008283,1
1,1.1250799561019922,1
1,0.38802006454462923,2
0,-0.9447782716303368,2
0,0.5883462867774094,1
0,2.2280926496150832,2
1,2.311807617651528,2
0,0.9040356405496746,1
0,1.2436856816159563,2
1,-0.32728104576559125,2
0,0.3386954886979213,1
1,0.32053432600938647,1
0,0.21416527491026321,1
1,-0.47662802246037994,1
1,1.0888083659688863,1
0,3.1204503487852064,2
1,4.654191236621946,2
1,2.761073389227223,2
1,0.7769946386098152,1
1,4.352222036277007,2
0,0.6068124153781121,1
1,0.5702568231045615,1
1,0.4428950560546088,1
1,0.5401620467708981,1
0,0.6377382532012803,2
1,1.181923864777151,2
1,0.6393139191368025,2
1,1.2095902960987772,1
1,1.2760367443686529,2
1,1.7241964981887596,2
1,0.07928518522772865,1
0,2.074322314972596,2
1,1.3450920262431825,1
0,0.3372959512451905,2
0,-0.7094970621821797,2
0,2.8459820060951992,2
1,-0.010633288556430864,1
0,5.965167416289883,2
1,-0.17870749844939826,1
1,2.6407353499109227,2
1,0.46364964746925463,2
1,-2.5214264744775194,2
0,0.993198860533413,1
1,0.7049239035648425,1
1,1.8491385883610605,2
0,-0.13072351725313625,1
1,3.3271316822841204,2
1,0.6618477506208427,1
1,-0.6278358441023897,1
1,-0.22726904607073117,1
0,0.267181413290688,1
1,0.11226955305366082,1
0,0.41593825248872807,1
1,0.91252092907037,2
0,-0.16321190231603921,1
0,3.1090236679202903,2
1,5.896248174592148,2
1,3.6150573850755734,2
0,3.7692569310971726,2
1,0.08807854041616342,1
0,0.3045732841391282,2
1,2.033162465458942,2
1,3.6592679705475315,2
0,1.627996788925945,2
1,0.7805167019563944,1
1,1.0015954273516923,2
1,0.28373433142301757,1
1,0.3108951769859807,1
0,1.433401272818415,2
0,1.1519452314086458,2
1,0.4049283902827384,1
1,-1.999293357102275,2
1,-0.22327096753683928,1
0,1.3942637742864725,2
0,2.61394631607455,2
1,1.4003689722159014,1
1,0.9136436098583912,1
1,-0.2922140557304155,1
1,0.6477495075537725,2
1,0.5648232770004558,1
1,-1.857322717836178,2
1,-0.08223697510609351,1
1,0.7593550233748774,1
0,0.5133571492191382,1
0,1.5315612361897994,2
1,4.787721215203728,2
1,-2.6458047509401696,2
0,2.109952133772982,2
1,0.7853244779509281,1
1,0.4283611330542241,1
1,0.10547767743259706,1
0,0.655050511385016,1
1,0.8127584443007303,1
0,2.813440335019317,2
1,0.22394471814330763,2
1,-0.074221707726702,1
0,3.9595087684247137,2
0,3.002939669606325,2
1,4.243367672454091,2
0,-1.4685554798583471,2
0,-1.7905448726418465,2
1,0.9100103620576889,1
1,0.4990729266394404,1
1,0.6769991305611427,1
1,-2.2884376099654613,2
1,2.603054036057483,2
0,0.5095277071787495,2
0,0.5487738568775352,2
1,0.8120762500308092,1
1,0.17943070254099908,1
0,1.1810958000790994,2
1,1.8398691822138347,2
1,0.3981041987486963,1
0,2.3832813221929183,2
0,3.910806404948903,2
0,1.8336353999802022,2
1,1.563727528421144,2
1,0.20747158885775308,1
1,-0.5549115315002622,2
1,0.46536597605481833,1
1,0.5282363092821251,1
0,2.3826534795111223,2
0,-0.49181112840420527,2
0,3.6109451836812827,2
1,1.3528524093886942,2
0,1.0143925637114224,2
1,0.5392245867083487,1
1,0.5986954970827382,1
0,2.0454284229200574,2
1,1.169992287715183,1
1,0.23836987525806913,1
1,3.1360057346836188,2
1,0.5120227179867255,1
1,0.21426922296788603,1
0,1.264119838752163,2
0,-0.22445962838123745,2
1,-1.3313227765182827,2
1,0.6610415212234604,1
1,3.211344713981905,2
0,1.1647857310643719,1
1,1.493497269240488,2
0,3.4786642410919937,2
1,-1.2339742274832552,2
0,1.4156905650878309,2
0,4.449339059399881,2
0,1.1192345082602058,2
1,-2.0493113022144813,2
0,0.676776681612945,1
0,-0.3513820262631002,2
1,-0.46363895474357397,2
1,0.07820115468289407,1
1,1.555080938164907,2
0,0.7681057247280579,2
0,0.25732136504856484,2
0,0.5491348115224373,1
0,4.950409260149062,2
0,2.746345245936349,2
1,3.9112855836203977,2
0,5.327076219756021,2
1,0.2968083670497117,1
1,0.21284275968048372,1
1,-0.04990320260455905,1
0,0.939359762536519,2
1,0.7875837114160669,1
1,1.6029535287036973,1
1,0.42190474263697353,2
1,-0.2693246289803557,1
0,0.6719049191583932,1
0,-0.9512717608506267,2
1,0.47989827958389397,1
1,0.8453199966539904,1
1,-0.42710878755829484,2
0,0.6514221145570773,1
1,1.9149280395076724,2
0,2.6640346704456874,2
0,-2.013677123694857,2
0,1.0057216047334663,1
0,0.7957641244862348,1
1,2.203643331475644,2
1,0.9156151745675445,1
0,0.6427737097981087,1
1,5.595871641578997,2
0,-0.011871215656591327,1
0,0.015921291251600467,2
1,5.200070318166213,2
1,0.44395863665586277,1
0,2.6822213605528162,2
1,0.14543005723764035,1
1,0.588790046061162,2
1,0.4094555468300855,1
1,-0.235945886694383,1
0,1.1938032416374458,2
0,0.6376391378978032,1
1,2.3806163197222716,2
0,2.19474527738331,2
1,0.3866469284570253,2
1,0.6523669055525305,1
0,4.695991620922209,2
0,0.227379325493412,2
1,0.41856387216440283,1
0,-0.2325828100555445,2
0,4.413170558911572,2
0,1.5093086251770824,2
1,1.347497315518083,1
1,0.6235083770380438,1
1,1.3808547757781293,2
1,-0.006265139340767667,1
1,-0.1178501552538096,1
1,-0.5089073143241887,2
0,4.092033988669865,2
1,0.42726016074808454,1
0,-0.6124313145301263,2
1,-1.1292461217009508,2
1,1.199926070588991,2
1,-0.42332235295548637,2
0,3.287129202055483,2
1,-0.01096977474577887,1
1,0.631508829014517,2
1,0.0735283085917281,1
1,1.0856386602311106,2
1,1.0427320033535268,1
1,1.5541290718968936,2
1,0.7320787713335705,1
0,-3.5078028096641996,2
0,1.7077950080697188,2
0,0.43354822430090834,1
0,2.0519402052885196,2
0,-3.105036792770317,2
1,0.6420977650612469,1
0,-0.021598991563847147,1
1,1.94185669175842,2
1,-0.12899599754255642,1
1,0.6730667828585466,1
0,3.0026834961064592,2
1,-0.747998657815379,2
0,-1.2006334746335185,2
0,-0.26534269059978266,1
0,4.433111729737621,2
0,0.37071087821000637,2
0,3.286503940494635,2
1,0.7736047592703152,2
1,0.419288665606828,1
0,0.4918764061949956,2
0,0.9396363709896394,1
0,0.8209585986373412,2
0,0.20654056716595431,1
0,0.6548348419245065,1
1,0.5437626480129762,1
1,0.6544573456310028,1
1,-2.5811686133334977,2
1,2.9050787846107564,2
1,-0.6830267770754663,1
0,1.0416922659732917,2
0,-0.6055027872846739,2
1,0.12445120813537625,1
1,0.6958853226665813,2
1,-1.6063428169339935,2
1,0.9024239895646657,1
1,0.15957446720701496,1
1,0.002434247867858008,1
0,1.2169981333239022,2
0,1.5095430505862313,2
0,2.1201670046338443,2
0,4.635809337952349,2
1,0.6531100459630763,1
1,3.0296832572456385,2
1,1.2474711787327712,2
0,0.9965910139670509,2
1,0.04525468578735192,2
0,-0.12219382955295766,1
0,-3.227424717044724,2
1,1.4613981592014507,1
0,-0.21945197316829423,2
1,0.9447507075851007,2
1,-0.7559554885478961,2
1,0.2365948691752781,1
0,5.300681095825345,2
1,0.4670018307966772,1
1,2.3143024583229397,2
0,0.8505692581462421,1
0,2.966607141721669,2
0,-0.023247267513784253,1
1,3.7245106408809137,2
1,1.0801289521436317,1
0,1.8734414732693805,2
0,-0.03858344561214788,2
1,1.6024532664776463,2
1,0.8004433780501444,2
1,3.831029019834819,2
1,0.6631020009198789,1
0,4.8500639171003135,2
1,1.9755536504492108,2
1,0.2695729017390317,1
1,-0.3220957716527142,1
1,1.8950040412326032,2
0,3.462911409691756,2
1,2.949838774805724,2
0,-0.08117262275861359,1
1,4.35691221876341,2
0,2.3416792627112937,2
0,1.3046653948735265,2
0,1.9216843442373455,2
1,-1.7829541805069806,2
1,0.4593765404040136,1
1,-2.6987191607563537,2
0,0.16772089789617173,1
1,0.8960088792069139,1
0,-0.35149524560329737,1
1,0.19783408586507156,1
1,0.5388425116534975,1
0,1.986491673682811,2
1,3.3691513994518214,2
0,-0.9341304823825958,2
1,-0.10903997127206755,2
1,0.6649823890838652,1
0,0.4231884993166821,2
1,-0.5448859753490338,1
0,2.020224308516033,2
0,5.2838198885184084,2
0,-1.4096004674499754,2
0,-0.02981291667898689,1
1,-0.19852057004441948,2
1,3.128473833775499,2
1,0.0114361679531233,1
0,-3.9515613572667547,2
1,-0.33518549705145606,1
1,1.2640615263575512,1
0,2.32794357031037,2
1,1.4138914046197937,1
1,0.3122967363557626,1
1,-0.07732329796304738,1
1,1.1399658548704426,1
1,0.38727329113392106,1
1,1.7391009756827476,2
1,0.9861992603508618,2
1,0.6929520088277217,1
1,0.4820825501651568,1
1,-0.25648140880925974,1
1,1.2246724658274006,2
0,2.68838166397745,2
1,0.06253153697224145,2
1,1.5761091470451198,2
0,2.233407783367852,2
1,0.6929305685398319,1
1,0.857002495256367,1
0,3.131411648119532,2
0,4.595293883394293,2
1,0.5670187547908845,1
0,0.300176825328087,1
1,-0.5529005894324714,2
0,0.265851002253605,1
0,0.0782540696119185,1
1,-0.37983316089499275,1
1,0.5188675295729382,1
1,5.019214217630712,2
1,3.7469491320848,2
0,1.0948650528724726,1
0,2.2522943382378307,2
1,0.8683993172491316,1
0,2.1560614218201657,2
0,1.923129310093628,2
0,2.2333545382634448,2
1,2.016343354622137,2
1,1.0077548031608552,2
0,2.015937850928414,2
1,1.7032458247560183,2
0,3.4546569653264783,2
0,2.453641884255564,2
1,0.02917048097396502,2
0,-1.8125585564527746,2
1,0.5610404997562743,1
0,-0.2553101186158795,2
1,0.22265923983212743,1
1,-0.2581927862541403,1
0,5.219807519883065,2
1,2.6691987250098066,2
1,0.2915643935864116,2
1,4.175139488605214,2
1,-0.06976472345371831,1
1,-0.26858837283165415,1
1,1.2928523561462344,2
1,-0.8442270569965404,2
1,-0.3478888259668057,1
1,1.9614739535434922,2
0,-1.0739843875567279,2
1,-0.0630787369117971,1
0,0.488489324621439,1
0,3.058745921056256,2
0,0.10263087811720606,1
1,1.0329839015003999,1
1,-0.2599898246604543,1
1,0.6977899182502063,1
0,2.526648786955616,2
1,5.679253001114472,2
1,0.2340066404356988,1
0,-0.6369379228579466,2
1,-0.9022262295970132,2
0,1.5646836805804776,2
0,4.770884539910768,2
1,0.8656525578274673,2
1,0.7547872284913999,1
1,0.5166142098758381,1
0,1.596458536695121,2
1,-0.44971233771969,1
1,-0.85653132221828,2
0,2.376893196439945,2
1,0.024074010198028406,1
1,0.7470314820264035,1
1,0.03281642410141494,1
0,0.2914000837967674,2
1,1.0228595282970963,2
0,-0.20916655466413947,2
1,4.910454030344027,2
1,0.26891260818574314,1
1,4.241588604693901,2
0,0.7568874467195599,1
1,3.529693026234798,2
1,0.5094019134059373,1
1,0.18536530028571063,1
1,0.14719865412103106,1
1,1.5975619498757057,2
1,4.163913629163989,2
0,0.0231378879466988,2
1,-0.9630364227988313,2
1,0.36381332356965085,1
1,0.46347731671024617,1
1,1.0094806268607561,1
1,0.04814340196606337,1
1,1.1040304741223366,1
1,-0.3904646046545168,2
0,4.2458109331356155,2
0,3.0938989590141643,2
0,2.6328340089468294,2
0,-1.7693423259615066,2
1,-1.7451765433594533,2
1,2.1168837128901945,2
0,-0.9091125800162376,2
1,0.9522071504581312,1
1,4.181170898418345,2
1,0.33718142745733154,1
1,1.5428607421322524,2
1,0.25391498014726444,1
0,2.7365369106572284,2
1,0.4514211168922871,1
0,0.33471935592705304,1
1,0.2552606902319383,1
1,0.3346713527704539,1
1,0.9661510309639144,1
1,0.6214777997724126,1
0,3.6325619020423296,2
0,2.462073354385112,2
1,0.9892387209653788,1
0,1.0716959256321115,2
0,-0.09463595251751422,2
0,2.585980340468429,2
1,2.046416573462927,2
1,3.2606543605786396,2
0,0.8927548474999192,1
0,-0.5542187604995976,2
1,0.8485664327917775,1
1,2.954631254402451,2
1,-0.15659979936474633,2
1,-0.2731400980624298,1
0,2.7010659349691357,2
0,0.05463854021578424,1
0,1.0809138132770473,1
0,3.8842916141000785,2
1,4.301795978638461,2
0,2.4583862746023,2
1,-0.4787947142355613,1
1,1.3230932707244212,2
1,-1.5219263547185493,2
1,3.056193016416848,2
0,1.797760717619526,2
1,2.802564694622844,2
1,0.20386686105253476,1
1,1.5871565746340046,2
0,-3.3496645232542575,2
1,0.5021386325422881,1
1,-1.3745653702450458,2
0,5.762201809079886,2
1,2.3724834413149587,2
1,1.9782381699822804,2
0,4.932742136271109,2
0,1.3817434389680527,1
1,0.2562939913659653,1
1,0.21722040449746421,1
0,7.157477970748513,2
1,0.34917324106672354,1
1,1.868748087200305,2
1,2.9547221297615964,2
1,1.7350604061161545,2
1,4.323726614290901,2
0,-1.851246064213965,2
0,0.9037785856651489,2
1,0.11349336202850235,2
1,0.150978794866096,1
0,4.369684012840805,2
0,1.8362105763976426,2
1,0.3931062522884261,1
1,0.716898798537761,1
0,2.2199395462486846,2
1,-0.4144146303491886,1
1,0.620442634652872,1
1,0.3426464776318534,1
1,0.6799875232731869,1
1,0.8827159332169318,1
1,0.16930838616091348,1
0,1.3754058432653176,2
1,1.0204492920527104,2
0,0.5298877995999514,1
1,3.421672271073394,2
1,1.9707896154793365,2
1,0.4687062807857827,2
0,2.4365827718037414,2
0,-0.4473177919674991,2
1,0.39664449217511755,1
0,1.0834789227602442,1
0,0.42149250331135857,2
0,-2.8956337026387775,2
0,2.096759072305839,2
1,1.8079389946371593,1
1,0.777863546749751,1
0,0.07533017902981709,2
1,0.2934620830439727,2
1,1.9622064051977715,2
1,0.19732630239542837,1
1,0.5172470394162635,1
1,2.5514813535565244,2
0,0.7196600612842541,1
0,1.05710070734978,1
0,0.5426603341822639,1
1,0.45976029757189807,1
0,-1.2051072060710517,2
0,0.2164289647822466,2
0,4.761109211780935,2
0,-0.826738915019821,2
1,0.7771399618318043,1
1,0.6477795060545438,1
0,1.231740884391456,1
1,0.6647298172132908,1
1,-0.767254346864878,2
0,0.5708299119657674,2
1,3.562439022071183,2
1,-0.1271515464572135,1
1,0.3088061907098102,1
1,0.5705352898460634,1
1,2.028345371646538,2
1,-0.14169549970496131,2
0,1.030691155152178,2
0,-1.7941490116985168,2
1,0.02646546709288572,1
1,0.3660008805504551,1
1,0.3234082663179494,1
0,3.39502453653488,2
0,0.9927296332391966,1
0,-0.5527409447662937,1
0,1.3630551272804032,2
1,0.6751568829536938,1
1,0.5544446334250483,1
1,0.4360801493793511,1
0,2.1263106152027396,2
1,4.150263406951918,2
1,0.39895253720670876,1
1,-0.10868660162456756,1
0,1.156633054768764,2
0,4.261923115993316,2
1,0.7030196104736228,1
1,-0.04926675804681602,1
1,3.670235810532683,2
0,1.1389143988525812,2
0,1.690175152413372,2
0,-0.3472833870496699,2
0,1.5344219733556954,2
0,1.6834457027733607,2
1,1.6841237927782453,2
0,1.0515887453146737,1
1,2.6986878323258887,2
0,-0.4439353743049217,2
0,0.9221982831892205,2
0,-0.07887234489079864,2
1,0.5983684381580676,1
0,-0.35006043892951844,1
0,2.4531108887559725,2
0,2.545281482054465,2
0,2.8433758306458405,2
1,1.1554590039500927,1
1,0.36534028726718526,1
0,0.34645237900386827,2
1,1.8354457610531008,2
0,0.08874788740780132,1
1,0.9505239913469243,1
1,0.009104145218132798,1
0,1.3985150809759368,2
1,0.9906951187318116,1
0,-0.09791324484358421,2
0,1.5701057393404305,2
1,1.781393467933604,2
0,-0.07253848162240506,2
0,1.2579209985741036,2
1,1.113022375462051,2
1,1.4627040588348517,1
0,0.7748063406685977,1
0,0.9222088501815473,1
1,1.2007788045352035,1
1,-0.18560324536642958,1
1,1.637107200342413,2
1,3.5506897218073026,2
0,-0.21147032686649792,2
0,-0.2328734720325616,1
1,0.654874714055501,2
0,3.8753990101116984,2
0,2.2086327187650228,2
1,-0.33583174183054854,2
1,0.515436124801299,2
0,-1.2309254554039835,2
1,0.71691112508349,1
1,0.22198859190672976,1
1,0.05326082579964986,2
1,2.2618292089613123,2
1,-0.6218769465817069,1
1,0.003902490758772692,1
1,3.123735969471201,2
0,1.4102242876292197,2
1,0.3670667626758116,1
0,0.6155598080674536,1
0,-0.5208849050339626,2
1,3.4735760071078277,2
1,2.374411988163057,2
1,0.153622229333783,1
0,-0.2685434474507159,1
0,1.1032438075968236,2
1,0.6744434674164888,1
1,0.5684454042234354,1
1,2.8882164707236173,2
1,0.4062185814706058,1
0,0.6484493656323675,1
0,0.12479121452794151,2
1,0.766076223494836,1
